"ID","index","Name of Project","FPIC","Protected Area","Forest Type","Contested","Customary_use","legal_tenure","deforestation_driver","monetary_benefit_yn","monetary_benefit_type_conditional","monetary_benefit_type","direct_cash_yn","employment_yn","non_cash_benefits_yn","non_cash_benefits_type","economic_activities_list","tenure_yn","tenure_type","education_yn","restriction_yn","enhancement_yn","infrastructure_yn","wellbeing_yn","standards","project_objectives","nationality","type_partner","dist_road_m","dist_road_track_m","dist_water_m","dist_urban_m","VCS Methodology","Country","Observed Post-REDD+ annual average forest area loss","SC Post-REDD+ annual average forest area loss","Difference Annual  (ha)","Observed Post-REDD+ cumulative forest loss area","SC Post-REDD+ cumulative forest loss area","Difference Cumulative (ha)","Significance","deforestation_outcome","deforestation_binary","driver_smallholder_ag","driver_industrial_ag","driver_livestock","driver_wood_extraction","driver_illegal_logging","driver_infrastructure","driver_mining","driver_oil_extraction","driver_local_livelihoods","driver_other","cu_private","cu_communities","cu_state","lt_public","lt_private","lt_communities","mb_PES","mb_job","mb_carbon","mb_pension","mb_grant","mb_ecotourism","mb_indirect","mb_none","ncb_training","ncb_infrastructure","ncb_microfinance","ncb_health","ncb_livelihood","ncb_land_rights","ncb_water","ea_processing","ea_agroforestry","ea_microenterprise","ea_ecotourism","ea_timber","ea_agriculture","ea_cookstoves","ea_ntfp","ea_fishing","ea_tree_planting","ea_mining","std_VCS","std_CCB","std_FSC","obj_forest_production","obj_social","obj_conservation","obj_climate","obj_return","local_developer","tp_private","tp_ngo","tp_public","tp_community","fpic","protected_area","contested","direct_cash","employment","education","ft_humid","ft_dry","ft_other","tt_titling","tt_planning","iso_code.x","country","continent","gdlcode","region","wealth_income_avg","WEALTH_AVG","INCOME_AVG","geometry","vcs_methodology","conditionality","forest_type","longitude","latitude","dist_urban_new","diff_annual","dist_water_km","dist_road_km","dist_urban_km","dist_urban_new_km","driver_ag_combined","fpic_f","protected_area_f","contested_f","direct_cash_f","employment_f","education_f","conditionality_f","tenure","rights_private","rights_communities","rights_public_state","cash_conditionality","Country_group","direct_cash_factor","project_type","n_drivers","Area","log_area","diff_annual_norm","Start_year"
985,38,"Cordillera Azul National Park REDD Project","no","yes","humid","ND","state","state","illegal logging;industrial agriculture or cattle ranching;industrial wood exploitation;local livelihoods;oil extraction","yes","non-conditional","Job","no","yes","yes","Training & Capacity Building","agroforestry;ecotourism","yes","Land titling & tenure security; Land use planning & demarcation","yes","yes","ND","ND","ND","VCS;CCB","biodiversity conservation;climate;social development","Peru","ngo/private non for profit",33053.55759,33053.55759,3052.939065,149526.9218,"VM0007","Peru",478.46,650.58,-172.12,7176.96,9758.73,-2581.77,"Yes","Success",1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,1,0,0,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,"PER","Peru","America","PERr102","North East (Amazonas, Loreto, San Martin, Ucayali)",2.70717511586071,0,2.70717511586071,"POINT (-76.093 -7.817)","VM0007",0,"humid",-76.093,-7.817,61060.3796089049,-172.12,3.052939065,33.05355759,149.5269218,61.060379608905,1,"No","Yes","ND","No","Yes","Yes","Non-conditional",1,0,0,1,"No_cash","Peru","No","NGO_VCS_CCB",6,1346518,14.1130325591355,-0.0127825992671468,2008
1067,34,"Reduction of deforestation and degradation in Tambopata National Reserve and Bahuaja- Sonene National Park within the area of Madre de Dios region –Peru","no","yes","humid","ND","communities","communities","infrastructure;local livelihoods;mining","yes","conditional","PES","yes","ND","yes","Training & Capacity Building","agroforestry;ecotourism;processing and commercialization;sustainable mining activities","no","ND","no","yes","no","no","no","CCB;VCS","climate;social development;biodiversity conservation","Peru","ngo/private non for profit",933.4834158,188.553544,4941.732255,35899.8781,"VM0007","Peru",261.42,384.13,-122.71,3398.49,4993.68,-1595.19,"No","Success",1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,1,0,1,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,"PER","Peru","America","PERr103","East (Madre de Dios, Cusco, Puno, Apurimac)",2.70647457937112,0,2.70647457937112,"POINT (-69.53787 -12.68988)","VM0007",1,"humid",-69.537872,-12.689883,145952.791981202,-122.71,4.941732255,0.188553544,35.8998781,145.952791981202,0,"No","Yes","ND","Yes","ND","No","Conditional",0,0,1,0,"Conditional_cash","Peru","Yes","NGO_VCS_CCB",3,556850,13.2300511828212,-0.0220364550597109,2010
1112,9,"The Russas Project","no","no","humid","no","communities","communities","illegal logging;infrastructure;local livelihoods","yes","conditional","Carbon revenue sharing","yes","yes","yes","Training & Capacity Building","other","yes","Land titling & tenure security","yes","yes","yes","ND","ND","VCS;CCB","biodiversity conservation;climate;ND","United States;Brazil","private for profit",15749.21178,15070.54707,3814.620821,59061.91468,"VM0007","Brazil",50.28,42.24,8.04,603.36,506.92,96.44,"No","Failure",0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,"BRA","Brazil","America","BRAr102","Acre",2.54112444850257,0,2.54112444850257,"POINT (-72.60833 -8.166667)","VM0007",1,"humid",-72.608333,-8.166667,68862.4439339483,8.04,3.814620821,15.07054707,59.06191468,68.8624439339483,0,"No","No","No","Yes","Yes","Yes","Conditional",1,0,1,0,"Conditional_cash","Brazil","Yes","Private_VCS_CCB",3,42519,10.657706313835,0.018909193537007,2011
1113,8,"The Valparaiso Project","no","no","humid","no","communities","communities","illegal logging;infrastructure;local livelihoods","yes","conditional","Carbon revenue sharing","yes","yes","yes","Training & Capacity Building","agriculture;other","yes","Land titling & tenure security","yes","yes","yes","no","yes","VCS;CCB","biodiversity conservation;climate;ND","United States;Brazil","private for profit;ngo/private non for profit",4680.501374,4651.400834,381.0277236,62478.84429,"VM0007","Brazil",76.94,102.87,-25.93,923.22,1234.42,-311.2,"Yes","Success",1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,0,0,1,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,"BRA","Brazil","America","BRAr102","Acre",2.54112444850257,0,2.54112444850257,"POINT (-72.3491 -8.107619)","VM0007",1,"humid",-72.349104,-8.107619,67226.0441559662,-25.93,0.3810277236,4.651400834,62.47884429,67.2260441559662,0,"No","No","No","Yes","Yes","Yes","Conditional",1,0,1,0,"Conditional_cash","Brazil","Yes","Other",3,28988,10.2746372302292,-0.0894508072305782,2011
1115,5,"Jari/Amapá REDD+ Project","yes","yes","humid","no","private","private","cattle grazing;illegal logging;infrastructure;local livelihoods;population increase;transient agriculture","yes","non-conditional","Job","no","yes","yes","Training & Capacity Building; Agricultural & Livelihood Support","agriculture;agroforestry;other;processing and commercialization","no","ND","yes","yes","no","ND","yes","CCB;VCS","climate;biodiversity conservation;social development","Brazil","private for profit;ngo/private non for profit",16072.30732,14975.50469,461.351292,153325.3601,"VM0015","Brazil",176.21,85.87,90.34,2114.46,1030.38,1084.08,"Yes","Failure",0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,1,0,0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,"BRA","Brazil","America","BRAr106","Amapa",2.74221772164797,0,2.74221772164797,"POINT (-52.5 -0.5)","VM0015",0,"humid",-52.5,-0.5,36183.2260823308,90.34,0.461351292,14.97550469,153.3253601,36.1832260823308,1,"Yes","Yes","No","No","Yes","Yes","Non-conditional",0,1,0,0,"No_cash","Brazil","No","Other",6,63707,11.0620497256327,0.141805453089927,2011
1118,4,"Suruí Forest Carbon Project","yes","no","humid","yes","communities","state","illegal logging;industrial agriculture or cattle ranching;infrastructure;local livelihoods","yes","conditional","PES","ND","yes","yes","Training & Capacity Building; Microfinance & Enterprise Support; Health Services","agroforestry;ecotourism;plantation forestry;tree planting","yes","ND","no","yes","no","no","yes","CCB;VCS","social development;biodiversity conservation;climate","Brazil","ngo/private non for profit",12284.64748,7111.917596,3597.621466,53634.21299,"VM0015","Brazil",381.13,56.29,324.84,5335.83,788.12,4547.71,"Yes","Failure",0,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,0,1,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,"BRA","Brazil","America","BRAr101","Rondonia",2.75660671334968,0,2.75660671334968,"POINT (-61.2 -11)","VM0015",1,"humid",-61.2,-11,61834.3309303452,324.84,3.597621466,7.111917596,53.63421299,61.8343309303452,1,"Yes","No","Yes","ND","Yes","No","Conditional",1,0,1,1,"ND","Brazil","ND","NGO_VCS_CCB",5,29687,10.2984645185299,1.09421632364335,2009
1201,44,"Gola REDD Project","yes","yes","humid","ND","communities","state","illegal logging;industrial agriculture or cattle ranching;local livelihoods;mining","yes","non-conditional","Ecotourism","yes","yes","yes","Training & Capacity Building; Agricultural & Livelihood Support; Infrastructure & Equipment","agriculture;agroforestry;ecotourism","yes","Land use planning & demarcation","yes","yes","no","no","yes","CCB;VCS","biodiversity conservation;social development;non timber production","Sierra Leone","ngo/private non for profit",2187.989043,2028.297372,1660.908896,25368.47764,"VM0007","Sierra Leone",10.73,1067.59,-1056.86,117.99,11743.54,-11625.55,"Yes","Success",1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,1,0,1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,"SLE","Sierra Leone","Africa","SLEr107","Kenema",2.96532112872771,2.96532112872771,0,"POINT (-10.9813 7.719627)","VM0007",0,"humid",-10.9813,7.719627,26460.3388485644,-1056.86,1.660908896,2.028297372,25.36847764,26.4603388485644,1,"Yes","Yes","ND","Yes","Yes","Yes","Non-conditional",1,0,1,1,"Unconditional_cash","Rest","Yes","NGO_VCS_CCB",5,69972,11.1558504410102,-1.51040416166467,2012
1202,46,"Lower Zambezi REDD+ Project","yes","yes","dry","no","private","private","charcoal production;local livelihoods;slash and burn agriculture","yes","conditional","Ecotourism","yes","yes","yes","Training & Capacity Building; Agricultural & Livelihood Support; Microfinance & Enterprise Support; Health Services; Water & Sanitation","agriculture;agroforestry;economic interest groups;ecotourism;microenterprise;tree planting","no","ND","yes","yes","yes","yes","yes","CCB;VCS","biodiversity conservation;climate;social development","Mauritius","private for profit",6555.254711,2388.793901,6538.034169,60528.45197,"VM0009","Zambia",2.89,185.92,-183.03,40.41,2602.92,-2562.51,"Yes","Success",1,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,1,0,1,1,1,FALSE,TRUE,FALSE,FALSE,FALSE,"ZMB","Zambia","Africa","ZMBr105","Lusaka",4.30973975535567,4.30973975535567,0,"POINT (28.96333 -15.34278)","VM0009",1,"dry",28.963333,-15.342778,30086.1436833882,-183.03,6.538034169,2.388793901,60.52845197,30.0861436833882,0,"Yes","Yes","No","Yes","Yes","Yes","Conditional",0,1,0,0,"Conditional_cash","Rest","Yes","Private_VCS_CCB",3,33729,10.4261132804179,-0.542648759227964,2009
1218,39,"Evio Kuiñaji Ese´Eja Cuana, To Mitigate Climate Change, Madre de Dios - Perú","ND","no","humid","no","communities","state;communities","illegal logging;industrial agriculture or cattle ranching;infrastructure;local livelihoods","ND","ND","ND","ND","no","yes","Training & Capacity Building","agroforestry;ecotourism","yes","ND","yes","no","yes","ND","ND","CCB;VCS","biodiversity conservation;climate;participatory forest management","Peru","local communities/landowners/cooperatives",3096.829752,3096.829752,1699.280444,17071.05015,"VM0007","Peru",15.06,64.33,-49.27,180.72,771.97,-591.25,"No","Success",1,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,"PER","Peru","America","PERr103","East (Madre de Dios, Cusco, Puno, Apurimac)",2.70647457937112,0,2.70647457937112,"POINT (-69.24998 -12.76298)","VM0007",0,"humid",-69.249983,-12.762983,156294.281394047,-49.27,1.699280444,3.096829752,17.07105015,156.294281394047,1,"ND","No","No","ND","No","Yes","ND",1,0,1,1,"ND","Peru","ND","Other",5,7758,8.95647984799991,-0.635086362464553,2011
1311,32,"Carbon Emissions Reduction Project in the Corridor Ankeniheny–Zahamena (CAZ)","no","yes","humid","no","state;private;communities","state","local livelihoods;slash and burn agriculture","yes","non-conditional","Job; Grant","ND","yes","yes","Training & Capacity Building; Health Services","agriculture;agroforestry;conservation agriculture;ecotourism","no","ND","no","yes","yes","no","yes","VCS;CCB","biodiversity conservation;climate;social development","United States;Madagascar","ngo/private non for profit;public",438.9666426,438.9666426,404.2298383,64037.34441,"VM0015","Madagascar",3520.28,1980.88,1539.4,56324.52,31694.13,24630.39,"Yes","Failure",0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,1,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,"MDG","Madagascar","Africa","MDGr111","Analanjirofo",3.13058562994335,3.13058562994335,0,"POINT (48.83333 -17.66667)","VM0015",0,"humid",48.833333,-17.666667,20759.6433802569,1539.4,0.4042298383,0.4389666426,64.03734441,20.7596433802569,0,"No","Yes","No","ND","Yes","No","Non-conditional",0,1,1,1,"ND","Rest","ND","Other",2,368958,12.8184380954063,0.41722906130237,2007
1329,6,"Maísa REDD+ Project","no","yes","humid","ND","private","private","cattle grazing;illegal logging;industrial agriculture or cattle ranching;local livelihoods","yes","non-conditional","Job","no","yes","yes","Training & Capacity Building","processing and commercialization","ND","ND","no","yes","no","no","no","VCS;CCB","climate;biodiversity conservation;social development","Brazil","private for profit",4583.860212,4583.860212,17511.91687,60592.92051,"VM0015","Brazil",137.07,667.55,-530.48,1507.77,7343.09,-5835.32,"Yes","Success",1,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,1,0,0,1,0,TRUE,FALSE,FALSE,FALSE,FALSE,"BRA","Brazil","America","BRAr105","Para",2.45272766955273,0,2.45272766955273,"POINT (-49.41667 -3.25)","VM0015",0,"humid",-49.416667,-3.25,56674.8146127102,-530.48,17.51191687,4.583860212,60.59292051,56.6748146127102,1,"No","Yes","ND","No","Yes","No","Non-conditional",0,1,0,0,"No_cash","Brazil","No","Private_VCS_CCB",4,28737,10.265940770051,-1.84598253123151,2012
1360,41,"Forest Management to reduce deforestation and degradation in Shipibo Conibo and Cacataibo Indigenous communities of Ucayali region","ND","no","humid","no","communities","ND","cattle grazing;illegal logging;local livelihoods;mining","yes","conditional","Carbon revenue sharing","yes","ND","yes","Infrastructure & Equipment; Agricultural & Livelihood Support","agriculture;agroforestry;fishing;plantation forestry;processing and commercialization;tree planting","no","ND","yes","yes","yes","no","no","VCS;CCB;FSC","climate;social development;biodiversity conservation","Peru","ngo/private non for profit",1574.5265,1574.5265,49.48531877,85716.7524,"VM0015","Peru",1088.28,436.01,652.27,14147.64,5668.12,8479.52,NA,"Failure",0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,1,TRUE,FALSE,FALSE,FALSE,FALSE,"PER","Peru","America","PERr102","North East (Amazonas, Loreto, San Martin, Ucayali)",2.70717511586071,0,2.70717511586071,"POINT (-75.27214 -9.003746)","VM0015",1,"humid",-75.27214,-9.003746,19470.2056408637,652.27,0.04948531877,1.5745265,85.7167524,19.4702056408637,1,"ND","No","No","Yes","ND","Yes","Conditional",0,0,1,0,"Conditional_cash","Peru","Yes","NGO_VCS_CCB",4,127004,11.7519738610077,0.513582249377972,2010
1389,28,"Acapa – Bajo Mira y Frontera REDD+ Project","yes","no","humid","no","communities","communities","illegal logging;local livelihoods","yes","conditional","PES","yes","yes","yes","Training & Capacity Building; Health Services; Water & Sanitation","agriculture;fishing","yes","Land titling & tenure security; Land use planning & demarcation","yes","yes","yes","yes","yes","CCB;VCS","climate;biodiversity conservation;social development","Colombia","public",7976.250094,6275.409981,220.1274703,18517.53599,"VM0006","Colombia",44.67,16.21,28.46,446.67,162.13,284.54,NA,"Failure",0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,"COL","Colombia","America","COLr117","Narino",2.63522697477209,0,2.63522697477209,"POINT (-78.89278 1.642778)","VM0006",1,"humid",-78.892778,1.642778,39166.6012558936,28.46,0.2201274703,6.275409981,18.51753599,39.1666012558936,0,"Yes","No","No","Yes","Yes","Yes","Conditional",1,0,1,0,"Conditional_cash","Colombia","Yes","Other",2,58193,10.9715203515718,0.0489062258347224,2013
1390,25,"Carmen del Darién (CDD) REDD+ Project","yes","no","humid","no","communities","communities","illegal logging; local livelihoods; transient agriculture","yes","conditional","PES","yes","yes","yes","Training & Capacity Building; Health Services; Water & Sanitation","agriculture;fishing","yes","Land titling & tenure security; Land use planning & demarcation","yes","yes","yes","yes","yes","CCB;VCS","climate;biodiversity conservation;social development","Colombia","public",31281.88248,23911.3682,2116.518807,88118.60231,"VM0006","Colombia",259.68,64.8,194.88,2337.12,583.18,1753.94,"No","Failure",0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,1,1,1,TRUE,FALSE,FALSE,TRUE,TRUE,"COL","Colombia","America","COLr112","Choco",2.63979099877947,0,2.63979099877947,"POINT (-76.98083 6.924444)","VM0006",1,"humid",-76.980833,6.924444,57494.1501573226,194.88,2.116518807,23.9113682,88.11860231,57.4941501573226,0,"Yes","No","No","Yes","Yes","Yes","Conditional",1,0,1,0,"Conditional_cash","Colombia","Yes","Other",3,131455,11.7864198667112,0.148248450039938,2014
1391,26,"Sivirú–Usaragá–Pizarro–Pilizá (SUPP) REDD+ Project","yes","no","humid","no","communities","communities","illegal logging;local livelihoods","yes","conditional","PES","yes","yes","yes","Training & Capacity Building; Health Services; Water & Sanitation","agriculture;fishing","yes","Land titling & tenure security","yes","yes","yes","yes","yes","CCB;VCS","climate;biodiversity conservation;social development","Colombia","public",4883.651186,4883.651186,381.4881766,108183.5711,"VM0006","Colombia",19.53,6.19,13.34,195.3,61.92,133.38,"No","Failure",0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,0,0,1,1,1,TRUE,FALSE,FALSE,TRUE,FALSE,"COL","Colombia","America","COLr112","Choco",2.63979099877947,0,2.63979099877947,"POINT (-77.31861 4.96)","VM0006",1,"humid",-77.318611,4.96,4253.34129112058,13.34,0.3814881766,4.883651186,108.1835711,4.25334129112058,0,"Yes","No","No","Yes","Yes","Yes","Conditional",1,0,1,0,"Conditional_cash","Colombia","Yes","Other",2,54712,10.9098383427779,0.0243822196227519,2013
1392,24,"Cajambre REDD+ Project","yes","yes","humid","no","communities","communities","cattle grazing;illegal logging;industrial agriculture or cattle ranching","yes","conditional","PES","yes","yes","yes","Training & Capacity Building; Health Services","agriculture;fishing","yes","Land use planning & demarcation","yes","yes","ND","yes","yes","CCB;VCS","climate;biodiversity conservation;social development","Colombia","public",34813.11496,30069.7553,1330.533819,49297.22584,"VM0006","Colombia",3.53,2.83,0.7,35.28,28.27,7.01,"No","Failure",0,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,1,0,1,1,1,TRUE,FALSE,FALSE,FALSE,TRUE,"COL","Colombia","America","COLr124","Valle (incl Cali)",3.23701750947009,0,3.23701750947009,"POINT (-77.19556 3.444167)","VM0006",1,"humid",-77.195556,3.444167,78065.9854342936,0.7,1.330533819,30.0697553,49.29722584,78.0659854342936,1,"Yes","Yes","No","Yes","Yes","Yes","Conditional",1,0,1,0,"Conditional_cash","Colombia","Yes","Other",3,66169,11.0999673543031,0.00105789720261754,2013
